Trucking NNP B-NP 54
, , I-NP 54
shipping VBG I-NP 54
and CC I-NP 54
air-freight NN I-NP 54
companies NNS I-NP 54
have VBP B-VP 54
announced VBN I-VP 54
rate NN B-NP 54
increases NNS I-NP 54
, , O 54
scheduled VBN B-VP 54
for IN B-PP 54
this DT B-NP 54
fall NN I-NP 54
or CC O 54
early JJ B-NP 54
next JJ I-NP 54
year NN I-NP 54
, , O 54
reflecting VBG B-VP 54
higher JJR B-NP 54
costs NNS I-NP 54
and CC O 54
tightened VBD B-NP 54
demand NN I-NP 54
for IN B-PP 54
freight NN B-NP 54
transport NN I-NP 54
. . O 54
Major JJ B-NP 55
shippers NNS I-NP 55
say VBP B-VP 55
they PRP B-NP 55
expect VBP B-VP 55
freight NN B-NP 55
rates NNS I-NP 55
to TO B-VP 55
rise VB I-VP 55
at IN B-ADVP 55
least JJS I-ADVP 55
as RB B-ADVP 55
fast RB I-ADVP 55
as IN B-PP 55
inflation NN B-NP 55
and CC B-ADVP 55
maybe RB I-ADVP 55
faster RBR B-ADVP 55
in IN B-PP 55
the DT B-NP 55
next JJ I-NP 55
few JJ I-NP 55
years NNS I-NP 55
. . O 55
That DT B-NP 56
's VBZ B-VP 56
a DT B-NP 56
big JJ I-NP 56
change NN I-NP 56
from IN B-PP 56
recent JJ B-NP 56
years NNS I-NP 56
when WRB B-ADVP 56
freight NN B-NP 56
haulage NN I-NP 56
was VBD B-VP 56
a DT B-NP 56
bright JJ I-NP 56
spot NN I-NP 56
for IN B-PP 56
U.S. NNP B-NP 56
productivity NN I-NP 56
, , O 56
helping VBG B-VP 56
to TO I-VP 56
restrain VB I-VP 56
inflation NN B-NP 56
and CC O 56
make VB B-VP 56
U.S. NNP B-NP 56
industry NN I-NP 56
more RBR B-ADJP 56
competitive JJ I-ADJP 56
abroad RB B-ADVP 56
. . O 56
`` `` O 57
Demand NN B-NP 57
has VBZ B-VP 57
caught VBN I-VP 57
up IN B-PRT 57
with IN B-PP 57
the DT B-NP 57
supply NN I-NP 57
of IN B-PP 57
certain JJ B-NP 57
types NNS I-NP 57
of IN B-PP 57
freight NN B-NP 57
transportation NN I-NP 57
, , O 57
and CC O 57
rates NNS B-NP 57
are VBP B-VP 57
starting VBG I-VP 57
to TO I-VP 57
move VB I-VP 57
up IN B-ADVP 57
'' '' O 57
at IN B-PP 57
a DT B-NP 57
rate NN I-NP 57
`` `` O 57
close RB B-ADJP 57
to TO B-PP 57
or CC O 57
slightly RB B-ADJP 57
more JJR I-ADJP 57
than IN B-PP 57
the DT B-NP 57
inflation NN I-NP 57
rate NN I-NP 57
, , O 57
'' '' O 57
said VBD B-VP 57
Clifford NNP B-NP 57
Sayre NNP I-NP 57
, , O 57
director NN B-NP 57
of IN B-PP 57
logistics NNS B-NP 57
at IN B-PP 57
Du NNP B-NP 57
Pont NNP I-NP 57
Co NNP I-NP 57
. . O 57
Shippers NNS B-NP 58
surveyed VBN B-VP 58
recently RB B-ADVP 58
by IN B-PP 58
Ohio NNP B-NP 58
State NNP I-NP 58
University NNP I-NP 58
said VBD B-VP 58
they PRP B-NP 58
expect VBP B-VP 58
their PRP$ B-NP 58
freight-transport JJ I-NP 58
, , I-NP 58
storage NN I-NP 58
and CC I-NP 58
distribution NN I-NP 58
costs NNS I-NP 58
to TO B-VP 58
rise VB I-VP 58
about IN B-NP 58
4 CD I-NP 58
% NN I-NP 58
this DT B-NP 58
year NN I-NP 58
. . O 58
Only RB B-NP 59
10 CD I-NP 59
% NN I-NP 59
of IN B-PP 59
the DT B-NP 59
250 CD I-NP 59
shippers NNS I-NP 59
polled VBN B-VP 59
expected VBN B-VP 59
their PRP$ B-NP 59
freight-transport JJ I-NP 59
costs NNS I-NP 59
to TO B-VP 59
decrease VB I-VP 59
, , O 59
compared VBN B-PP 59
with IN B-PP 59
30 CD B-NP 59
% NN I-NP 59
who WP B-NP 59
had VBD B-VP 59
looked VBN I-VP 59
to TO B-PP 59
freight VB B-NP 59
transport NN I-NP 59
to TO B-VP 59
reduce VB I-VP 59
costs NNS B-NP 59
in IN B-PP 59
past JJ B-NP 59
years NNS I-NP 59
. . O 59
`` `` O 60
This DT B-NP 60
is VBZ B-VP 60
the DT B-NP 60
first JJ I-NP 60
year NN I-NP 60
since IN B-PP 60
transportation NN B-NP 60
deregulation NN I-NP 60
in IN B-PP 60
1980 CD B-NP 60
that IN B-ADVP 60
we PRP B-NP 60
have VBP B-VP 60
had VBN I-VP 60
such JJ B-NP 60
a DT I-NP 60
dramatic JJ I-NP 60
and CC I-NP 60
broad-based JJ I-NP 60
upturn NN I-NP 60
in IN B-PP 60
perceived VBN B-NP 60
transportation NN I-NP 60
rates NNS I-NP 60
, , O 60
'' '' O 60
said VBD B-VP 60
Bernard NNP B-NP 60
LaLonde NNP I-NP 60
, , O 60
a DT B-NP 60
transportation NN I-NP 60
logistics NNS I-NP 60
professor NN I-NP 60
at IN B-PP 60
Ohio NNP B-NP 60
State NNP I-NP 60
in IN B-PP 60
Columbus NNP B-NP 60
. . O 60
The DT B-NP 61
deregulation NN I-NP 61
of IN B-PP 61
railroads NNS B-NP 61
and CC I-NP 61
trucking NN I-NP 61
companies NNS I-NP 61
that WDT B-NP 61
began VBD B-VP 61
in IN B-PP 61
1980 CD B-NP 61
enabled VBD B-VP 61
shippers NNS B-NP 61
to TO B-VP 61
bargain VB I-VP 61
for IN B-PP 61
transportation NN B-NP 61
. . O 61
Carriers NNP B-NP 62
could MD B-VP 62
use VB I-VP 62
their PRP$ B-NP 62
equipment NN I-NP 62
more RBR B-ADVP 62
efficiently RB I-ADVP 62
, , O 62
leading VBG B-VP 62
to TO B-PP 62
overcapacity NN B-NP 62
they PRP B-NP 62
were VBD B-VP 62
eager JJ B-ADJP 62
to TO B-VP 62
fill VB I-VP 62
. . O 62
Shippers NNS B-NP 63
cut VBP B-VP 63
about RB B-NP 63
$ $ I-NP 63
35 CD I-NP 63
billion CD I-NP 63
from IN B-PP 63
their PRP$ B-NP 63
annual JJ I-NP 63
, , I-NP 63
inter-city JJ I-NP 63
truck NN I-NP 63
and CC I-NP 63
rail NN I-NP 63
costs NNS I-NP 63
, , O 63
to TO B-PP 63
about RB B-NP 63
$ $ I-NP 63
150 CD I-NP 63
billion CD I-NP 63
, , O 63
or CC O 63
about IN B-NP 63
6.4 CD I-NP 63
% NN I-NP 63
of IN B-PP 63
gross JJ B-NP 63
national JJ I-NP 63
product NN I-NP 63
, , O 63
down RB B-ADVP 63
from IN B-PP 63
8 CD B-NP 63
% NN I-NP 63
of IN B-PP 63
GNP NNP B-NP 63
in IN B-PP 63
1981 CD B-NP 63
. . O 63
But CC O 64
with IN B-PP 64
much NN B-NP 64
of IN B-PP 64
the DT B-NP 64
inefficiency NN I-NP 64
squeezed VBN B-VP 64
out IN B-PP 64
of IN B-PP 64
the DT B-NP 64
freight-transport JJ I-NP 64
system NN I-NP 64
, , O 64
rising VBG B-NP 64
costs NNS I-NP 64
are VBP B-VP 64
likely JJ B-ADJP 64
to TO B-VP 64
be VB I-VP 64
reflected VBN I-VP 64
directly RB B-ADVP 64
in IN B-PP 64
higher JJR B-NP 64
freight NN I-NP 64
rates NNS I-NP 64
. . O 64
`` `` O 65
Shippers NNS B-NP 65
are VBP B-VP 65
saying VBG I-VP 65
` `` O 65
the DT B-NP 65
party NN I-NP 65
's POS B-VP 65
over IN B-ADJP 65
, , O 65
' '' O 65
'' '' O 65
said VBD B-VP 65
Mr. NNP B-NP 65
LaLonde NNP I-NP 65
. . O 65
`` `` O 66
Shippers NNS B-NP 66
wo MD B-VP 66
n't RB I-VP 66
be VB I-VP 66
able JJ B-ADJP 66
to TO B-VP 66
look VB I-VP 66
for IN B-PP 66
transportation-cost JJ B-NP 66
savings NNS I-NP 66
as IN B-SBAR 66
they PRP B-NP 66
have VBP B-VP 66
for IN B-PP 66
the DT B-NP 66
last JJ I-NP 66
eight CD I-NP 66
or CC I-NP 66
nine CD I-NP 66
years NNS I-NP 66
. . O 66
Transport NN B-NP 67
rates NNS I-NP 67
wo MD B-VP 67
n't RB I-VP 67
be VB I-VP 67
an DT B-NP 67
opportunity NN I-NP 67
for IN B-PP 67
offsetting VBG B-VP 67
cost NN B-NP 67
increases NNS I-NP 67
in IN B-PP 67
other JJ B-NP 67
segments NNS I-NP 67
of IN B-PP 67
the DT B-NP 67
economy NN I-NP 67
. . O 67
'' '' O 67
Robert NNP B-NP 68
Delaney NNP I-NP 68
, , O 68
a DT B-NP 68
consultant NN I-NP 68
at IN B-PP 68
Arthur NNP B-NP 68
D. NNP I-NP 68
Little NNP I-NP 68
Inc. NNP I-NP 68
, , O 68
Cambridge NNP B-NP 68
, , O 68
Mass. NNP B-NP 68
, , O 68
said VBD B-VP 68
`` `` O 68
We PRP B-NP 68
've VBP B-VP 68
gotten VBN I-VP 68
all PDT B-NP 68
the DT I-NP 68
benefits NNS I-NP 68
of IN B-PP 68
deregulation NN B-NP 68
in IN B-PP 68
freight-cost JJ B-NP 68
reductions NNS I-NP 68
. . O 68
Now RB B-ADVP 69
we PRP B-NP 69
are VBP B-VP 69
starting VBG I-VP 69
to TO I-VP 69
see VB I-VP 69
real JJ B-NP 69
freight-rate JJ I-NP 69
increases NNS I-NP 69
as IN B-SBAR 69
carriers NNS B-NP 69
replace VBP B-VP 69
equipment NN B-NP 69
, , O 69
pay VB B-VP 69
higher JJR B-NP 69
fuel NN I-NP 69
costs NNS I-NP 69
and CC O 69
pay VB B-VP 69
more JJR B-NP 69
for IN B-PP 69
labor NN B-NP 69
. . O 69
You PRP B-NP 70
'll MD B-VP 70
see VB I-VP 70
carriers NNS B-NP 70
try VB B-VP 70
to TO I-VP 70
recoup VB I-VP 70
some DT B-NP 70
of IN B-PP 70
the DT B-NP 70
price NN I-NP 70
cutting VBG I-NP 70
that WDT B-NP 70
occurred VBD B-VP 70
previously RB B-ADVP 70
. . O 70
'' '' O 70
Not RB B-NP 71
everyone NN I-NP 71
believes VBZ B-VP 71
that IN B-SBAR 71
the DT B-NP 71
good JJ I-NP 71
times NNS I-NP 71
are VBP B-VP 71
over IN B-ADJP 71
for IN B-PP 71
shippers NNS B-NP 71
. . O 71
`` `` O 72
There EX B-NP 72
's VBZ B-VP 72
still RB B-ADVP 72
a DT B-NP 72
lot NN I-NP 72
of IN B-PP 72
pressure NN B-NP 72
on IN B-PP 72
rates NNS B-NP 72
in IN B-PP 72
both DT B-NP 72
rail NN I-NP 72
and CC I-NP 72
truck NN I-NP 72
, , O 72
'' '' O 72
said VBD B-VP 72
Gerard NNP B-NP 72
McCullough NNP I-NP 72
, , O 72
lecturer NN B-NP 72
in IN B-PP 72
transportation NN B-NP 72
at IN B-PP 72
Massachusetts NNP B-NP 72
Institute NNP I-NP 72
of IN B-PP 72
Technology NNP B-NP 72
. . O 72
Less-than-truckload JJ B-NP 73
companies NNS I-NP 73
, , O 73
which WDT B-NP 73
carry VBP B-VP 73
the DT B-NP 73
freight NN I-NP 73
of IN B-PP 73
several JJ B-NP 73
shippers NNS I-NP 73
in IN B-PP 73
each DT B-NP 73
truck NN I-NP 73
trailer NN I-NP 73
, , O 73
discounted VBD B-VP 73
away RB B-ADVP 73
a DT B-NP 73
4.7 CD I-NP 73
% NN I-NP 73
rate NN I-NP 73
increase NN I-NP 73
implemented VBD B-VP 73
last JJ B-NP 73
April NNP I-NP 73
. . O 73
The DT B-NP 74
carriers NNS I-NP 74
were VBD B-VP 74
competing VBG I-VP 74
fiercely RB B-ADVP 74
for IN B-PP 74
market NN B-NP 74
share NN I-NP 74
. . O 74
Railroad-rate JJ B-NP 75
increases NNS I-NP 75
are VBP B-VP 75
likely JJ B-ADJP 75
to TO B-VP 75
be VB I-VP 75
restrained VBN I-VP 75
by IN B-PP 75
weakening VBG B-NP 75
rail-traffic JJ I-NP 75
levels NNS I-NP 75
and CC O 75
keen JJ B-NP 75
competition NN I-NP 75
for IN B-PP 75
freight NN B-NP 75
from IN B-PP 75
trucks NNS B-NP 75
. . O 75
An DT B-NP 76
official NN I-NP 76
at IN B-PP 76
Consolidated NNP B-NP 76
Freightways NNP I-NP 76
Inc. NNP I-NP 76
, , O 76
a DT B-NP 76
Menlo NNP I-NP 76
Park NNP I-NP 76
, , I-NP 76
Calif. NNP I-NP 76
, , I-NP 76
less-than-truckload JJ I-NP 76
carrier NN I-NP 76
, , O 76
said VBD B-VP 76
rate NN B-NP 76
discounting NN I-NP 76
in IN B-PP 76
that DT B-NP 76
industry NN I-NP 76
has VBZ B-VP 76
begun VBN I-VP 76
to TO I-VP 76
`` `` O 76
stabilize VB B-VP 76
. . O 76
'' '' O 76
Consolidated NNP B-NP 77
Freightways NNP I-NP 77
plans VBZ B-VP 77
to TO I-VP 77
raise VB I-VP 77
its PRP$ B-NP 77
rates NNS I-NP 77
5.3 CD B-NP 77
% NN I-NP 77
late JJ B-NP 77
this DT I-NP 77
year NN I-NP 77
or CC O 77
early JJ B-NP 77
next JJ I-NP 77
year NN I-NP 77
, , O 77
and CC O 77
at IN B-NP 77
least JJS I-NP 77
two CD I-NP 77
competitors NNS I-NP 77
have VBP B-VP 77
announced VBN I-VP 77
similar JJ B-NP 77
increases NNS I-NP 77
. . O 77
